ImageNumber,Count_Nuclei,FileName_Dna,FileName_Overlay,ImageQuality_PowerLogLogSlope_Dna,Mean_Nuclei_AreaShape_Area,Mean_Nuclei_Intensity_IntegratedIntensity_Dna,Mean_Nuclei_Intensity_MaxIntensity_Dna,Mean_Nuclei_Intensity_MeanIntensity_Dna,Metadata_gene,Metadata_plate,Metadata_posNum,Metadata_rootPath,Metadata_siRNA,Metadata_timeNum,Metadata_wellNum,PathName_Dna,PathName_Overlay,Metadata_gene_siRNA,Metadata_batch_treatment,HTM_qc,HTM_norm__log2__Count_Nuclei,HTM_norm__log2__subtract_mean_ctrl__Count_Nuclei,HTM_norm__log2__Mean_Nuclei_Intensity_MaxIntensity_Dna,HTM_norm__log2__subtract_mean_ctrl__Mean_Nuclei_Intensity_MaxIntensity_Dna,HTM__subtract_mean_ctrl__length,HTM__subtract_mean_ctrl__cosine,HTM__subtract_mean_ctrl__projection
102,411,EMBO_2012_Group2--empty--empty--W0068--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--empty--empty--W0068--P001--T00090--Z000--C01.ome.png,-1.377924476,553.7980535,4.775147387,0.011694933,0.00833624,empty,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,68,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00068--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group2__empty_empty,TRUE,8.682994584,0.531451283,-6.417972654,-0.106548054,0.542026709,-0.973659088,NA
103,276,EMBO_2012_Group2--empty--empty--W0067--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--empty--empty--W0067--P001--T00090--Z000--C01.ome.png,-1.544673083,576.3514493,4.869584634,0.011039415,0.007966898,empty,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,67,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00067--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group2__empty_empty,TRUE,8.108524457,-0.043018844,-6.50119245,-0.18976785,0.194582779,0.252336743,NA
104,358,EMBO_2012_Group2--empty--empty--W0066--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--empty--empty--W0066--P001--T00090--Z000--C01.ome.png,-1.237094882,527.5167598,5.213294548,0.014391049,0.009525095,empty,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,66,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00066--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group2__empty_empty,TRUE,8.483815777,0.332272476,-6.118684399,0.192740201,0.384127301,-0.880697509,NA
105,102,EMBO_2012_Group3--empty--empty--W0004--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0004--P001--T00090--Z000--C01.ome.png,-1.234168488,617.0980392,12.18773571,0.034605671,0.019503245,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,4,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00004--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,6.672425342,-0.67214788,-4.852847695,0.579737097,0.88762485,0.651646421,NA
106,89,EMBO_2012_Group3--s7424--INCENP--W0001--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--s7424--INCENP--W0001--P001--T00090--Z000--C01.ome.png,-1.024692592,561.0449438,9.794092597,0.037699223,0.017507455,INCENP,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s7424,90,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00001--s7424--INCENP/P00001--s7424--INCENP,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,INCENP_s7424,EMBO_2012_Group3__INCENP_s7424,FALSE,6.475733431,-0.868839791,-4.729321417,0.703263375,1.117793343,0.980922351,NA
107,90,EMBO_2012_Group3--empty--empty--W0003--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0003--P001--T00090--Z000--C01.ome.png,-1.125742439,536.1222222,9.183654432,0.033029858,0.017422613,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,3,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00003--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,FALSE,6.491853096,-0.852720126,-4.920085411,0.512499381,0.99488051,0.513454401,NA
108,106,EMBO_2012_Group3--empty--empty--W0002--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0002--P001--T00090--Z000--C01.ome.png,-1.275168418,587.3679245,9.57755261,0.028487581,0.016365362,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,2,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00002--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,6.727920455,-0.616652768,-5.133523062,0.29906173,0.685345573,0.434600581,NA
109,314,EMBO_2012_Group3--empty--empty--W0027--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0027--P001--T00090--Z000--C01.ome.png,-1.235295486,529.1305732,7.527078801,0.021718812,0.013834938,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,27,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00027--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,8.294620749,0.950047527,-5.524911009,-0.092326218,0.954523145,-0.094772466,NA
110,212,EMBO_2012_Group3--empty--empty--W0028--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0028--P001--T00090--Z000--C01.ome.png,-1.227888368,582.6556604,9.066222568,0.025321065,0.015152902,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,28,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00028--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,7.727920455,0.383347232,-5.30351809,0.129066702,0.404491427,0.320942261,NA
111,273,EMBO_2012_Group3--empty--empty--W0025--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0025--P001--T00090--Z000--C01.ome.png,-1.201166864,559.6007326,8.451399999,0.024598784,0.014957209,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,25,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00025--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,8.092757141,0.748183919,-5.345269212,0.08731558,0.753261699,0.117864724,NA
112,120,EMBO_2012_Group3--empty--empty--W0026--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0026--P001--T00090--Z000--C01.ome.png,-1.262699309,574.9,8.048905108,0.022391981,0.013684653,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,26,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00026--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,6.906890596,-0.437682627,-5.480874029,-0.048289237,0.440338429,-0.111613386,NA
113,212,EMBO_2012_Group4--empty--empty--W0017--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0017--P001--T00090--Z000--C01.ome.png,-1.544410674,588.1698113,5.606561015,0.01360696,0.009278268,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,17,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00017--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.727920455,0.41780079,-6.199511415,-0.656772717,0.778400862,0.892878662,NA
114,348,EMBO_2012_Group4--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.png,-1.503970666,603.8534483,5.395369132,0.011901483,0.00837243,Scramble,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,18,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00018--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group4__Scramble_s229174,TRUE,8.442943496,1.132823831,-6.392714864,-0.849976166,1.416244793,0.982404219,NA
115,148,EMBO_2012_Group4--empty--empty--W0020--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0020--P001--T00090--Z000--C01.ome.png,-1.232515291,591.9391892,6.420764814,0.018932225,0.010629602,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,20,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00020--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.209453366,-0.100666299,-5.723012222,-0.180273524,0.206475779,0.82036387,NA
116,270,EMBO_2012_Group4--empty--empty--W0019--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0019--P001--T00090--Z000--C01.ome.png,-1.458004068,540.7481481,5.208878157,0.013724084,0.009207741,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,19,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00019--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,8.076815597,0.766695932,-6.187146302,-0.644407604,1.001540719,0.716258492,NA
117,232,EMBO_2012_Group4--empty--empty--W0079--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0079--P001--T00090--Z000--C01.ome.png,-1.284123264,540.4224138,5.19172645,0.014951753,0.009435754,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,79,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00079--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.857980995,0.54786133,-6.063541529,-0.52080283,0.755901862,0.757553363,NA
118,145,EMBO_2012_Group4--s7903--KIF11--W0078--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s7903--KIF11--W0078--P001--T00090--Z000--C01.ome.png,-0.939515163,512.8551724,7.176918104,0.03276701,0.014063518,KIF11,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s7903,90,78,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00078--s7903--KIF11/P00001--s7903--KIF11,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,KIF11_s7903,EMBO_2012_Group4__KIF11_s7903,TRUE,7.17990909,-0.130210575,-4.931612169,0.611126529,0.624844324,0.977234302,NA
119,121,EMBO_2012_Group4--empty--empty--W0080--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0080--P001--T00090--Z000--C01.ome.png,-1.148985138,563.9669421,6.145022693,0.019470638,0.010686861,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,80,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00080--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,6.918863237,-0.391256427,-5.682555996,-0.139817298,0.415488229,0.241332342,NA
120,185,EMBO_2012_Group4--empty--empty--W0077--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0077--P001--T00090--Z000--C01.ome.png,-1.064857987,512.6432432,5.497333813,0.018741221,0.010710196,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,77,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00077--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.531381461,0.221261796,-5.737641238,-0.19490254,0.294862311,0.732248226,NA
121,178,EMBO_2012_Group1--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.png,-1.354449497,1020.5,14.14928316,0.024392058,0.013574784,AURKB,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s17612,90,52,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00052--s17612--AURKB/P00001--s17612--AURKB,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,AURKB_s17612,EMBO_2012_Group1__AURKB_s17612,TRUE,7.475733431,-0.853618548,-5.357444684,0.184569429,0.873344433,0.968617918,NA
122,435,EMBO_2012_Group1--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.png,-1.252886554,549.9517241,7.565284353,0.02011216,0.013201706,COPB1,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s3371,90,50,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00050--s3371--COPB1/P00001--s3371--COPB1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,COPB1_s3371,EMBO_2012_Group1__COPB1_s3371,TRUE,8.764871591,0.435519612,-5.635788127,-0.093774014,0.445500728,-0.393691429,NA
123,464,EMBO_2012_Group1--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.png,-1.277357089,558.7435345,6.791243821,0.016968128,0.011500794,Scramble,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,49,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00049--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group1__Scramble_s229174,TRUE,8.857980995,0.528629017,-5.881028782,-0.339014669,0.627996483,-0.178782211,NA
124,372,EMBO_2012_Group1--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.png,-1.341478796,574.6397849,6.921162772,0.016951988,0.011634782,XWNeg9,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,XWNeg9,90,51,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00051--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_XWNeg9,EMBO_2012_Group1__XWNeg9_XWNeg9,TRUE,8.539158811,0.209806833,-5.882401734,-0.34038762,0.399853272,0.524709555,NA
125,194,EMBO_2012_Group4--empty--empty--W0066--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0066--P001--T00090--Z000--C01.ome.png,-1.088737737,538.0051546,5.706540834,0.018360142,0.010371312,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,66,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00066--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.599912842,0.289793177,-5.767279002,-0.224540304,0.36660392,0.687961704,NA
126,209,EMBO_2012_Group4--empty--empty--W0067--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0067--P001--T00090--Z000--C01.ome.png,-1.213312877,528.5454545,5.653303767,0.016764052,0.010159473,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,67,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00067--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.707359132,0.397239467,-5.898485273,-0.355746575,0.533249304,0.737811625,NA
127,256,EMBO_2012_Group4--empty--empty--W0065--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0065--P001--T00090--Z000--C01.ome.png,-1.270355295,552.78125,5.597677534,0.015340039,0.009752599,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,65,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00065--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,8,0.689880335,-6.026554079,-0.483815381,0.842622216,0.652647392,NA
128,151,EMBO_2012_Group4--empty--empty--W0068--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0068--P001--T00090--Z000--C01.ome.png,-1.019785044,547.0927152,5.985729846,0.020615147,0.010597456,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,68,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00068--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.238404739,-0.071714925,-5.600151466,-0.057412767,0.091865425,0.544350596,NA
129,172,EMBO_2012_Group4--s7424--INCENP--W0042--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s7424--INCENP--W0042--P001--T00090--Z000--C01.ome.png,-1.291404431,654.75,6.582428692,0.015902303,0.009960354,INCENP,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s7424,90,42,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00042--s7424--INCENP/P00001--s7424--INCENP,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,INCENP_s7424,EMBO_2012_Group4__INCENP_s7424,TRUE,7.426264755,0.11614509,-5.974620477,-0.431881778,0.447226511,0.999998973,NA
130,259,EMBO_2012_Group4--empty--empty--W0041--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0041--P001--T00090--Z000--C01.ome.png,-1.209145068,537.2586873,5.243394953,0.016043429,0.009663868,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,41,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00041--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,8.016808288,0.706688623,-5.961873646,-0.419134947,0.821634294,0.593017745,NA
131,176,EMBO_2012_Group4--s18928--CKAP5--W0044--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s18928--CKAP5--W0044--P001--T00090--Z000--C01.ome.png,-1.258625361,562.3352273,6.284341187,0.019909909,0.010962699,CKAP5,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s18928,90,44,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00044--s18928--CKAP5/P00001--s18928--CKAP5,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CKAP5_s18928,EMBO_2012_Group4__CKAP5_s18928,TRUE,7.459431619,0.149311954,-5.650369575,-0.107630877,0.184061037,0.284880271,NA
132,190,EMBO_2012_Group4--XWNeg9--XWNeg9--W0043--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--XWNeg9--XWNeg9--W0043--P001--T00090--Z000--C01.ome.png,-1.282021313,564.4105263,5.777408842,0.016133371,0.010117327,XWNeg9,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,XWNeg9,90,43,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00043--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_XWNeg9,EMBO_2012_Group4__XWNeg9_XWNeg9,TRUE,7.569855608,0.259735944,-5.953808261,-0.411069563,0.486251937,0.534159196,NA
133,142,EMBO_2012_Group3--empty--empty--W0089--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0089--P001--T00090--Z000--C01.ome.png,-1.415258162,582.7605634,8.988643918,0.025440122,0.014925856,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,89,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00089--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,7.14974712,-0.194826103,-5.296750598,0.135834194,0.237503976,0.570313733,NA
134,69,EMBO_2012_Group3--empty--empty--W0090--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0090--P001--T00090--Z000--C01.ome.png,-1.337159182,618.9710145,9.990130361,0.028306595,0.016482893,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,90,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00090--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,FALSE,6.108524457,-1.236048765,-5.142717982,0.289866809,1.26958234,0.226406529,NA
135,208,EMBO_2012_Group3--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.png,-1.159405855,531.1298077,6.868698086,0.021399161,0.012828185,Scramble,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,91,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00091--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group3__Scramble_s229174,TRUE,7.700439718,0.355866496,-5.546301957,-0.113717165,0.373594107,0.99148848,NA
136,199,EMBO_2012_Group3--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.png,-1.315654179,583.241206,8.703444964,0.023880141,0.014641588,XWNeg9,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,XWNeg9,90,92,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00092--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_XWNeg9,EMBO_2012_Group3__XWNeg9_XWNeg9,TRUE,7.636624621,0.292051398,-5.388044807,0.044539985,0.295428214,0.98856976,NA
137,133,EMBO_2012_Group4--empty--empty--W0095--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0095--P001--T00090--Z000--C01.ome.png,-1.133211629,511.1503759,5.60251493,0.019897187,0.010731618,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,95,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00095--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.055282436,-0.254837229,-5.651291732,-0.108553034,0.276994178,0.298593721,NA
138,155,EMBO_2012_Group4--s17612--AURKB--W0096--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s17612--AURKB--W0096--P001--T00090--Z000--C01.ome.png,-0.984862077,567.2064516,6.349784691,0.021864902,0.010858639,AURKB,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s17612,90,96,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00096--s17612--AURKB/P00001--s17612--AURKB,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,AURKB_s17612,EMBO_2012_Group4__AURKB_s17612,TRUE,7.276124405,-0.033995259,-5.51523932,0.027499379,0.043725204,-0.86724084,NA
139,113,EMBO_2012_Group4--empty--empty--W0093--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0093--P001--T00090--Z000--C01.ome.png,-1.176895618,583.4070796,6.912324969,0.02291945,0.011648392,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,93,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00093--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,6.820178962,-0.489940702,-5.447283754,0.095454944,0.49915282,-0.287765008,NA
