ImageNumber,Count_Nuclei,FileName_Dna,FileName_Overlay,ImageQuality_PowerLogLogSlope_Dna,Mean_Nuclei_AreaShape_Area,Mean_Nuclei_Intensity_IntegratedIntensity_Dna,Mean_Nuclei_Intensity_MaxIntensity_Dna,Mean_Nuclei_Intensity_MeanIntensity_Dna,Metadata_gene,Metadata_plate,Metadata_posNum,Metadata_rootPath,Metadata_siRNA,Metadata_timeNum,Metadata_wellNum,PathName_Dna,PathName_Overlay,Metadata_gene_siRNA,Metadata_batch_treatment,HTM_qc,HTM_norm__log2__Count_Nuclei,HTM_norm__log2__subtract_mean_ctrl__Count_Nuclei,HTM_norm__log2__Mean_Nuclei_Intensity_MaxIntensity_Dna,HTM_norm__log2__subtract_mean_ctrl__Mean_Nuclei_Intensity_MaxIntensity_Dna,HTM__subtract_mean_ctrl__length,HTM__subtract_mean_ctrl__cosine,HTM__subtract_mean_ctrl__projection
201,189,EMBO_2012_Group2--s4445--ECT2--W0055--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--s4445--ECT2--W0055--P001--T00090--Z000--C01.ome.png,-1.259335528,762.8730159,6.791784597,0.013911788,0.008614894,ECT2,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s4445,90,55,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00055--s4445--ECT2/P00001--s4445--ECT2,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,ECT2_s4445,EMBO_2012_Group2__ECT2_s4445,TRUE,7.562242424,-0.589300877,-6.167548293,0.143876307,0.606610184,0.973604727,NA
202,363,EMBO_2012_Group2--empty--empty--W0054--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--empty--empty--W0054--P001--T00090--Z000--C01.ome.png,-1.41349835,570.3884298,4.930147374,0.011885941,0.008243695,empty,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,54,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00054--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group2__empty_empty,TRUE,8.503825738,0.352282437,-6.394600042,-0.083175442,0.361968327,-0.965346508,NA
203,295,EMBO_2012_Group2--empty--empty--W0056--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--empty--empty--W0056--P001--T00090--Z000--C01.ome.png,-1.368542512,610.3694915,4.984969727,0.011279484,0.007967142,empty,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,56,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00056--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group2__empty_empty,TRUE,8.204571144,0.053027843,-6.470155071,-0.158730471,0.16735386,-0.286189458,NA
204,177,EMBO_2012_Group2--sCDC20--CDC20--W0053--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--sCDC20--CDC20--W0053--P001--T00090--Z000--C01.ome.png,-1.20443452,586.920904,5.336126233,0.014253998,0.008970774,CDC20,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,sCDC20,90,53,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00053--sCDC20--CDC20/P00001--sCDC20--CDC20,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CDC20_sCDC20,EMBO_2012_Group2__CDC20_sCDC20,TRUE,7.46760555,-0.683937751,-6.13248961,0.17893499,0.706957267,0.981092105,NA
205,240,EMBO_2012_Group2--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.png,-1.652686569,622.1875,5.150134477,0.011459729,0.007999078,COPB1,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s3371,90,50,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00050--s3371--COPB1/P00001--s3371--COPB1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,COPB1_s3371,EMBO_2012_Group2__COPB1_s3371,TRUE,7.906890596,-0.244652705,-6.447283253,-0.135858653,0.279843742,0.298097476,NA
206,317,EMBO_2012_Group2--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.png,-1.798325897,633.3470032,5.228824269,0.011295157,0.007941484,Scramble,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,49,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00049--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group2__Scramble_s229174,TRUE,8.30833903,0.156795729,-6.468151879,-0.156727279,0.22169425,0.972840338,NA
207,147,EMBO_2012_Group2--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.png,-1.109094236,920.4761905,10.06011297,0.023388554,0.011152475,AURKB,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s17612,90,52,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00052--s17612--AURKB/P00001--s17612--AURKB,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,AURKB_s17612,EMBO_2012_Group2__AURKB_s17612,TRUE,7.199672345,-0.951870956,-5.418053492,0.893371108,1.305438721,0.999937236,NA
208,292,EMBO_2012_Group2--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.png,-1.499692962,618.8047945,5.330446418,0.01179696,0.00827244,XWNeg9,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,XWNeg9,90,51,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00051--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_XWNeg9,EMBO_2012_Group2__XWNeg9_XWNeg9,TRUE,8.189824559,0.038281258,-6.405441022,-0.094016422,0.101511291,-0.751494922,NA
209,241,EMBO_2012_Group1--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.png,-1.306000789,565.2863071,6.519069507,0.016710149,0.011184451,Scramble,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,91,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00091--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group1__Scramble_s229174,TRUE,7.912889336,-0.416462642,-5.903131609,-0.361117496,0.551223166,0.994338012,NA
210,408,EMBO_2012_Group1--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.png,-1.376810741,566.3063725,6.659270858,0.016014937,0.011351443,XWNeg9,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,XWNeg9,90,92,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00092--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_XWNeg9,EMBO_2012_Group1__XWNeg9_XWNeg9,TRUE,8.672425342,0.343073363,-5.964438059,-0.422423946,0.544188683,0.630430904,NA
211,299,EMBO_2012_Group1--empty--empty--W0090--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0090--P001--T00090--Z000--C01.ome.png,-1.396886183,537.4715719,7.16673759,0.018839437,0.012678505,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,90,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00090--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.224001674,-0.105350304,-5.730100305,-0.188086192,0.215580849,0.999505364,NA
212,353,EMBO_2012_Group1--empty--empty--W0089--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0089--P001--T00090--Z000--C01.ome.png,-1.294666227,567.9065156,7.935619227,0.020710226,0.013649399,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,89,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00089--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.463524373,0.134172395,-5.593512858,-0.051498745,0.143716221,-0.112400216,NA
213,167,EMBO_2012_Group4--empty--empty--W0074--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0074--P001--T00090--Z000--C01.ome.png,-1.304316272,530.6706587,5.511029913,0.01681527,0.010142052,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,74,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00074--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.383704292,0.073584628,-5.894084265,-0.351345566,0.358968528,0.994283166,NA
214,153,EMBO_2012_Group4--empty--empty--W0076--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0076--P001--T00090--Z000--C01.ome.png,-1.215575542,512.3986928,5.412017188,0.017722705,0.010341133,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,76,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00076--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.257387843,-0.052731822,-5.818257386,-0.275518687,0.280519504,0.958649691,NA
215,129,EMBO_2012_Group4--empty--empty--W0073--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0073--P001--T00090--Z000--C01.ome.png,-1.161882521,580.3178295,6.233515503,0.019664031,0.010352119,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,73,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00073--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.011227255,-0.298892409,-5.668297119,-0.125558421,0.324193753,0.293821079,NA
216,89,EMBO_2012_Group4--empty--empty--W0075--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0075--P001--T00090--Z000--C01.ome.png,-1.133310613,518.7865169,6.067370528,0.023460661,0.011601029,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,75,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00075--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,FALSE,6.475733431,-0.834386234,-5.413612502,0.129126196,0.844318638,-0.250320357,NA
217,340,EMBO_2012_Group2--empty--empty--W0058--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--empty--empty--W0058--P001--T00090--Z000--C01.ome.png,-1.300824309,594.2647059,5.034004978,0.012293666,0.00833174,empty,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,58,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00058--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group2__empty_empty,TRUE,8.409390936,0.257847635,-6.345941048,-0.034516448,0.260147627,-0.986378456,NA
218,250,EMBO_2012_Group2--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.png,-1.270430925,621.956,6.008637227,0.015334661,0.009391608,Scramble,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,60,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00060--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group2__Scramble_s229174,TRUE,7.965784285,-0.185759016,-6.02705996,0.28436464,0.339661096,-0.99964543,NA
219,335,EMBO_2012_Group2--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.png,-1.388335171,613.2567164,5.57645294,0.012564242,0.008719376,Scramble,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,57,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00057--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group2__Scramble_s229174,TRUE,8.388017285,0.236473984,-6.314532546,-0.003107946,0.236494407,0.535553301,NA
220,314,EMBO_2012_Group2--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group2--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.png,-1.365419074,584.7770701,5.449378991,0.013554398,0.009134985,XWNeg9,EMBO_2012_Group2,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s444246,90,59,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group2/W00059--s444246--XWNeg9/P00001--s444246--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_s444246,EMBO_2012_Group2__XWNeg9_s444246,TRUE,8.294620749,0.143077448,-6.205095106,0.106329494,0.178261374,-0.451137353,NA
221,100,EMBO_2012_Group4--empty--empty--W0035--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0035--P001--T00090--Z000--C01.ome.png,-1.22827398,577.76,6.358831074,0.019830468,0.010861351,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,35,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00035--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,6.64385619,-0.666263475,-5.656137486,-0.113398788,0.675844881,0.069057402,NA
222,103,EMBO_2012_Group4--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.png,-1.093745176,557.8058252,6.796151383,0.02604997,0.012400722,Scramble,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,34,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00034--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group4__Scramble_s229174,TRUE,6.686500527,-0.623619138,-5.262574455,0.280164243,0.683661343,-0.917383985,NA
223,89,EMBO_2012_Group4--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.png,-0.927929888,468.1797753,5.962076757,0.029241779,0.012983771,CKAP5,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s18928,90,36,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00036--s18928--CKAP5/P00001--s18928--CKAP5,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CKAP5_s18928,EMBO_2012_Group4__CKAP5_s18928,FALSE,6.475733431,-0.834386234,-5.095825112,0.446913587,0.94653692,-0.155404886,NA
224,134,EMBO_2012_Group4--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.png,-0.942319443,508.880597,5.571563391,0.023595349,0.010961791,CDC20,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,sCDC20,90,33,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00033--sCDC20--CDC20/P00001--sCDC20--CDC20,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CDC20_sCDC20,EMBO_2012_Group4__CDC20_sCDC20,TRUE,7.06608919,-0.244030474,-5.405353672,0.137385026,0.280045564,0.702863742,NA
225,462,EMBO_2012_Group1--empty--empty--W0019--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0019--P001--T00090--Z000--C01.ome.png,-1.398716156,570.7316017,7.292161554,0.018304346,0.012324346,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,19,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00019--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.851749041,0.522397063,-5.771669967,-0.229655854,0.570649194,-0.064889992,NA
226,301,EMBO_2012_Group1--empty--empty--W0020--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0020--P001--T00090--Z000--C01.ome.png,-1.393009748,598.8837209,8.25069551,0.020078407,0.013350814,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,20,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00020--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.233619677,-0.095732302,-5.638211365,-0.096197252,0.135715088,0.954191022,NA
227,375,EMBO_2012_Group1--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s229174--Scramble--W0018--P001--T00090--Z000--C01.ome.png,-1.321010315,564.3653333,6.99059583,0.017558868,0.011877694,Scramble,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,18,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00018--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group1__Scramble_s229174,TRUE,8.550746785,0.221394807,-5.831656317,-0.289642204,0.364565861,0.167377941,NA
228,398,EMBO_2012_Group1--empty--empty--W0017--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0017--P001--T00090--Z000--C01.ome.png,-1.377401619,549.8819095,7.328560776,0.018871557,0.012806212,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,17,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00017--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.636624621,0.307272642,-5.727642765,-0.185628652,0.358990909,0.0642734,NA
229,106,EMBO_2012_Group4--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.png,-0.905057486,494.2075472,6.288636979,0.028119357,0.012930381,XWNeg9,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s444246,90,59,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00059--s444246--XWNeg9/P00001--s444246--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_s444246,EMBO_2012_Group4__XWNeg9_s444246,TRUE,6.727920455,-0.58219921,-5.152292578,0.39044612,0.701002206,-0.830524077,NA
230,203,EMBO_2012_Group4--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.png,-1.091461399,528.7142857,5.532208211,0.01792116,0.010260735,Scramble,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,57,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00057--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group4__Scramble_s229174,TRUE,7.665335917,0.355216252,-5.802192166,-0.259453468,0.439880311,0.979921547,NA
231,163,EMBO_2012_Group4--empty--empty--W0058--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0058--P001--T00090--Z000--C01.ome.png,-1.057643321,569.7423313,6.476222626,0.02456001,0.011426291,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,58,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00058--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.348728154,0.038608489,-5.347545055,0.195193643,0.19897531,-0.956875238,NA
232,235,EMBO_2012_Group4--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.png,-1.198280996,590.8170213,6.096561172,0.017459447,0.010039282,Scramble,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,60,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00060--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group4__Scramble_s229174,TRUE,7.876516947,0.566397282,-5.839848298,-0.297109599,0.639593617,0.939895746,NA
233,224,EMBO_2012_Group4--empty--empty--W0027--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0027--P001--T00090--Z000--C01.ome.png,-1.228908755,537.1875,5.2792091,0.015230964,0.00963214,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,27,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00027--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.807354922,0.497235257,-6.036848902,-0.494110204,0.700990581,0.771833033,NA
234,119,EMBO_2012_Group4--empty--empty--W0025--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0025--P001--T00090--Z000--C01.ome.png,-1.44741183,604.789916,6.340935473,0.015747048,0.01024222,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,25,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00025--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,6.894817763,-0.415301901,-5.988774764,-0.446036065,0.609445519,0.660580492,NA
235,103,EMBO_2012_Group4--empty--empty--W0028--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0028--P001--T00090--Z000--C01.ome.png,-1.302431801,663.7475728,6.849533084,0.017639134,0.010121206,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,28,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00028--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,6.686500527,-0.623619138,-5.825076495,-0.282337796,0.684554936,0.31993188,NA
236,133,EMBO_2012_Group4--empty--empty--W0026--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--empty--empty--W0026--P001--T00090--Z000--C01.ome.png,-1.502789428,521.1503759,4.98878422,0.013819399,0.009379034,empty,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,26,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00026--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group4__empty_empty,TRUE,7.055282436,-0.254837229,-6.177161342,-0.634422644,0.683691527,0.886333578,NA
237,256,EMBO_2012_Group1--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.png,-1.358340473,561.828125,6.31002727,0.015468788,0.010760459,Scramble,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,87,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00087--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group1__Scramble_s229174,TRUE,8,-0.329351979,-6.014495995,-0.472481882,0.575944315,0.990042964,NA
238,137,EMBO_2012_Group1--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.png,-0.883473019,469.1532847,8.150949986,0.037812859,0.017440387,CKAP5,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s18928,90,88,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00088--s18928--CKAP5/P00001--s18928--CKAP5,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CKAP5_s18928,EMBO_2012_Group1__CKAP5_s18928,TRUE,7.098032083,-1.231319896,-4.724979237,0.817034876,1.477732951,0.998603925,NA
